#queryIndex	queryItem	stringId	preferredName	annotation
90	ZACN	9606.ENSP00000334854	ZACN	Zinc-activated ligand-gated ion channel; Zinc-activated ligand-gated ion channel; Belongs to the ligand-gated ion channel (TC 1.A.9) family
91	GABRA1	9606.ENSP00000393097	GABRA1	Gamma-aminobutyric acid receptor subunit alpha-1; Component of the heteropentameric receptor for GABA, the major inhibitory neurotransmitter in the vertebrate brain. Functions also as histamine receptor and mediates cellular responses to histamine. Functions as receptor for diazepines and various anesthetics, such as pentobarbital; these are bound at a separate allosteric effector binding site. Functions as ligand- gated chloride channel (By similarity); Gamma-aminobutyric acid type A receptor subunits
92	EPHB2	9606.ENSP00000363763	EPHB2	Ephrin type-B receptor 2; Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Functions in axon guidance during development. Involved in the guidance of commissural axons, that form a major interhemispheric connection between the 2 temporal lobes of the cerebral corte [...] 
93	AKT1	9606.ENSP00000451828	AKT1	RAC-alpha serine/threonine-protein kinase; AKT1 is one of 3 closely related serine/threonine- protein kinases (AKT1, AKT2 and AKT3) called the AKT kinase, and which regulate many processes including metabolism, proliferation, cell survival, growth and angiogenesis. This is mediated through serine and/or threonine phosphorylation of a range of downstream substrates. Over 100 substrate candidates have been reported so far, but for most of them, no isoform specificity has been reported. AKT is responsible of the regulation of glucose uptake by mediating insulin-induced translocation of th [...] 
94	RPL38	9606.ENSP00000309830	RPL38	Ribosomal protein L38; Belongs to the eukaryotic ribosomal protein eL38 family
95	ACTR2	9606.ENSP00000367220	ACTR2	Actin-related protein 2; Functions as ATP-binding component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks. Seems to contact the pointed end of the daughter actin filament
96	GABRG2	9606.ENSP00000410732	GABRG2	Gamma-aminobutyric acid receptor subunit gamma-2; Component of the heteropentameric receptor for GABA, the major inhibitory neurotransmitter in the vertebrate brain. Functions also as histamine receptor and mediates cellular responses to histamine. Functions as receptor for diazepines and various anesthetics, such as pentobarbital; these are bound at a separate allosteric effector binding site. Functions as ligand- gated chloride channel; Belongs to the ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRG2 sub-subfamily
97	WNT7A	9606.ENSP00000285018	WNT7A	Protein Wnt-7a; Ligand for members of the frizzled family of seven transmembrane receptors. Probable developmental protein. Signaling by Wnt-7a allows sexually dimorphic development of the mullerian ducts (By similarity)
98	YWHAG	9606.ENSP00000306330	YWHAG	14-3-3 protein gamma; Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner; Belongs to the 14-3-3 family
99	CBARP	9606.ENSP00000465260	C19orf26	Voltage-dependent calcium channel beta subunit-associated regulatory protein; Negatively regulates voltage-gated calcium channels by preventing the interaction between their alpha and beta subunits. Thereby, negatively regulates calcium channels activity at the plasma membrane and indirectly inhibits calcium-regulated exocytosis
100	ADAM22	9606.ENSP00000265727	ADAM22	Disintegrin and metalloproteinase domain-containing protein 22; Probable ligand for integrin in the brain. This is a non catalytic metalloprotease-like protein. Involved in regulation of cell adhesion and spreading and in inhibition of cell proliferation. Neuronal receptor for LGI1; ADAM metallopeptidase domain containing
101	HTR1B	9606.ENSP00000358963	HTR1B	5-hydroxytryptamine receptor 1B; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for ergot alkaloid derivatives, various anxiolytic and antidepressant drugs and other psychoactive substances, such as lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity. Arrestin family members inhibit signaling via G proteins and medi [...] 
102	LIN7C	9606.ENSP00000278193	LIN7C	Protein lin-7 homolog C; Plays a role in establishing and maintaining the asymmetric distribution of channels and receptors at the plasma membrane of polarized cells. Forms membrane-associated multiprotein complexes that may regulate delivery and recycling of proteins to the correct membrane domains. The tripartite complex composed of LIN7 (LIN7A, LIN7B or LIN7C), CASK and APBA1 may have the potential to couple synaptic vesicle exocytosis to cell adhesion in brain. Ensures the proper localization of GRIN2B (subunit 2B of the NMDA receptor) to neuronal postsynaptic density and may funct [...] 
103	ADORA2B	9606.ENSP00000304501	ADORA2B	Adenosine receptor A2b; Receptor for adenosine. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase
104	FCHSD2	9606.ENSP00000386722	FCHSD2	FCH and double SH3 domains 2; F-BAR domain containing 
105	SHANK3	9606.ENSP00000305632	HOMER2	Homer protein homolog 2; Postsynaptic density scaffolding protein. Binds and cross-links cytoplasmic regions of GRM1, GRM5, ITPR1, DNM3, RYR1, RYR2, SHANK1 and SHANK3. By physically linking GRM1 and GRM5 with ER-associated ITPR1 receptors, it aids the coupling of surface receptors to intracellular calcium release. May also couple GRM1 to PI3 kinase through its interaction with AGAP2. Isoforms can be differently regulated and may play an important role in maintaining the plasticity at glutamatergic synapses. Required for normal hearing; Deafness associated genes
106	PACSIN2	9606.ENSP00000263246	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2; Lipid-binding protein that is able to promote the tubulation of the phosphatidic acid-containing membranes it preferentially binds. Plays a role in intracellular vesicle- mediated transport. Involved in the endocytosis of cell-surface receptors like the EGF receptor, contributing to its internalization in the absence of EGF stimulus. May also play a role in the formation of caveolae at the cell membrane. Recruits DNM2 to caveolae, and thereby plays a role in caveola-mediated endocytosis; Belongs to the PACSIN family
107	NOS1AP	9606.ENSP00000355133	NOS1AP	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein; Adapter protein involved in neuronal nitric-oxide (NO) synthesis regulation via its association with nNOS/NOS1. The complex formed with NOS1 and synapsins is necessary for specific NO and synapsin functions at a presynaptic level. Mediates an indirect interaction between NOS1 and RASD1 leading to enhance the ability of NOS1 to activate RASD1. Competes with DLG4 for interaction with NOS1, possibly affecting NOS1 activity by regulating the interaction between NOS1 and DLG4 (By similarity)
108	TPRG1L	9606.ENSP00000367595	TPRG1L	Tumor protein p63 regulated 1 like; Belongs to the TPRG1 family
109	ATP2A2	9606.ENSP00000440045	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2; This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the translocation of calcium from the cytosol to the sarcoplasmic reticulum lumen. Isoform 2 is involved in the regulation of the contraction/relaxation cycle. Acts as a regulator of TNFSF11-mediated Ca(2+) signaling pathways via its interaction with TMEM64 which is critical for the TNFSF11- induced CREB1 activation and mitochondrial ROS generation necessary for proper osteoclast generation. Association between TMEM64 and SERCA2 in the ER leads to cytosolic  [...] 
110	ABHD17C	9606.ENSP00000258884	ABHD17C	Protein ABHD17C; Abhydrolase domain containing 17C
111	CCK	9606.ENSP00000379472	CCK	Cholecystokinin; This peptide hormone induces gall bladder contraction and the release of pancreatic enzymes in the gut. Its function in the brain is not clear. Binding to CCK-A receptors stimulates amylase release from the pancreas, binding to CCK-B receptors stimulates gastric acid secretion; Endogenous ligands
112	NAAA	9606.ENSP00000286733	NAAA	N-acylethanolamine-hydrolyzing acid amidase; Degrades bioactive fatty acid amides to their corresponding acids, with the following preference: N- palmitoylethanolamine > N-myristoylethanolamine > N- lauroylethanolamine = N-stearoylethanolamine > N- arachidonoylethanolamine > N-oleoylethanolamine. Also exhibits weak hydrolytic activity against the ceramides N- lauroylsphingosine and N-palmitoylsphingosine
113	DGKI	9606.ENSP00000288490	DGKI	Diacylglycerol kinase iota; Ankyrin repeat domain containing
114	XRN1	9606.ENSP00000264951	XRN1	5'-3' exoribonuclease 1; Major 5'-3' exoribonuclease involved in mRNA decay. Required for the 5'-3'-processing of the G4 tetraplex-containing DNA and RNA substrates. The kinetic of hydrolysis is faster for G4 RNA tetraplex than for G4 DNA tetraplex and monomeric RNA tetraplex. Binds to RNA and DNA (By similarity). Plays a role in replication-dependent histone mRNA degradation. May act as a tumor suppressor protein in osteogenic sarcoma (OGS)
115	GRIA4	9606.ENSP00000282499	GRIA4	Glutamate receptor 4; Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system and plays an important role in excitatory synaptic transmission. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L- glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of [...] 
116	PPP2R2A	9606.ENSP00000325074	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform; The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment; Protein phosphatase 2 regulatory subunits
117	ERC1	9606.ENSP00000468263	ERC1	ELKS/Rab6-interacting/CAST family member 1; Regulatory subunit of the IKK complex. Probably recruits IkappaBalpha/NFKBIA to the complex. May be involved in the organization of the cytomatrix at the nerve terminals active zone (CAZ) which regulates neurotransmitter release. May be involved in vesicle trafficking at the CAZ. May be involved in Rab-6 regulated endosomes to Golgi transport
118	TSPOAP1	9606.ENSP00000345824	BZRAP1	Benzodiazepine receptor (peripheral) associated protein 1; Belongs to the RIMBP family
